33332766,/auto_mitsubishi_outlander_33332766.html,Mitsubishi Outlander 2009,2 л • Дизель, Чорний
33332582,/auto_nissan_primera_33332582.html,Nissan Primera 2002,1.8 л • Бензин, Сірий
33332577,/auto_graaf_p_a11_33332577.html,1 тис. км, Жовтий
33332663,/auto_mercedes_benz_c_class_33332663.html,Mercedes-Benz C-Class 2011,2.1 л • Дизель, Чорний
33332695,/auto_mercedes_benz_clk_class_33332695.html,Mercedes-Benz CLK-Class 1999,4.3 л • Бензин, Чорний
33332507,/auto_vaz_lada_2106_33332507.html,ВАЗ / Lada 2106 1984,1.5 л • Бензин, Білий
33172956,/auto_yamaha_drag_star_400_33172956.html,Yamaha Drag Star 400 2004,0.4 л • Бензин Тип палива не вказаний продавцем, Червоний
33168165,/auto_daewoo_nexia_33168165.html,Daewoo Nexia 2012,1.5 л • Газ / Бензин, Білий
32995959,/auto_nissan_almera_32995959.html,Nissan Almera 2003,1.8 л • Бензин, Сірий
33171321,/auto_peugeot_1007_33171321.html,Peugeot 1007 2005,1.4 л • Бензин, Жовтий
33171939,/auto_mercedes_benz_c_class_33171939.html,Mercedes-Benz C-Class 2003,2.7 л • Дизель, Сірий
33036491,/auto_volvo_v50_33036491.html,Volvo V50 2008,1.6 л • Дизель, Чорний
32991483,/auto_volkswagen_golf_32991483.html,Volkswagen Golf 2011,1.6 л • Дизель, Білий Колір не вказано продавцем
32980027,/auto_skoda_octavia_32980027.html,не знайдено,"91 тис.км • 1 рік, 10 міс. тому останній зафіксований від 29.06.2021джерело фіксації — дилерське СТО",97 тис.км
32975238,/auto_bmw_3_series_32975238.html,BMW 3 Series 2014,2 л • Бензин, Білий
32965553,/auto_viper_v_150p_32965553.html
32919191,/auto_citroen_c4_picasso_32919191.html,Citroen C4 2010 Citroen C4 Picasso 2010 вказано продавцем,1.6 л • Дизель, Сірий
32864251,/auto_honda_cr_v_32864251.html,Honda CR-V 2015,2.4 л • Бензин, Червоний
32829445,/auto_opel_meriva_32829445.html,Opel Meriva 2008,1.4 л • Бензин, Синій
32560385,/auto_audi_q5_32560385.html,Audi Q5 2009,2 л • Дизель, Чорний
32536174,/auto_ford_fusion_32536174.html,Ford Fusion 2016,2.7 л • Бензин, Чорний
32776090,/auto_weltmeister_ex5_32776090.html,Weltmeister EX5 2021,Електро, Білий
32396474,/auto_mercedes_benz_vito_32396474.html,Mercedes-Benz Vito 115 cdi 2006,2.2 л • Дизель, Сірий
32611958,/auto_volkswagen_passat_32611958.html,Volkswagen Passat 2003,1.8 л • Бензин, Сірий
32038214,/auto_bmw_7_series_32038214.html,BMW 7 Series 2010,3 л • Бензин, Чорний
31813346,/auto_nissan_primera_31813346.html,Nissan Primera 2003,1.8 л • Газ / Бензин, Сірий
31335428,/auto_honda_crosstour_31335428.html,Honda Crosstour 2012,2.4 л • Бензин, Чорний
31301154,/auto_fiat_tipo_31301154.html,Fiat Tipo 1989,1.4 л • Бензин, Червоний
31592815,/auto_volkswagen_caddy_31592815.html,Volkswagen Caddy 2008,1.9 л • Дизель, Білий
31170683,/auto_peugeot_508_31170683.html,Peugeot 508 2011,1.6 л • Бензин, Білий
31058519,/auto_nissan_armada_31058519.html,Nissan Armada 2004,5.6 л • Газ / Бензин, Чорний
30767016,/auto_m_g_fac27_30767016.html,10 тис. км,Невідремонтовані пошкодження 
30484220,/auto_ford_mustang_30484220.html,Ford Mustang 2015,2.3 л • Бензин, Білий
26780380,/auto_toyota_land_cruiser_26780380.html,Toyota Land Cruiser 2013,4.5 л • Дизель, Чорний
26571291,/auto_bmw_1_series_26571291.html,BMW 1 Series 2009,2 л • Бензин, Чорний
26132427,/auto_jeep_grand_cherokee_26132427.html,Jeep Grand Cherokee 2014,3 л • Дизель, Білий
34382798,/auto_nissan_qashqai_34382798.html,не знайдено,"45 тис.км • 7 років, 6 міс. тому останній зафіксований від 15.10.2015джерело фіксації — дилерське СТО",215 тис.км
34382797,/auto_pts_pts_34382797.html,100 тис. км, Сірий,Невиправлені сліди використання 
34382796,/auto_renault_trafic_34382796.html
33447143,/auto_yamaha_fjr_1300_33447143.html,Yamaha Fjr 1300 a 2010,1.3 л • Бензин, Сірий
34382793,/auto_skoda_octavia_34382793.html,Skoda Octavia 2007,1.9 л • Дизель, Бежевий
31279686,/auto_nissan_pathfinder_31279686.html,Nissan Pathfinder 2013 Nissan Pathfinder 2014 вказано продавцем,2.5 л • Гібрид, Чорний
33492512,/auto_viper_75_33492512.html,9 тис. км,(80 к.с. / 59 кВт),Варіатор
33755027,/auto_mercedes_benz_e_class_33755027.html,Mercedes-Benz E-Class 2010,2.2 л • Дизель, Чорний
33754968,/auto_chery_qq_33754968.html,Chery QQ 2007,1.1 л • Бензин, Жовтий
33627789,/auto_jaguar_xf_33627789.html,Jaguar XF 2008,2.7 л • Дизель, Чорний
33580964,/auto_kia_rio_33580964.html,не виявлено,дозволено відчужувати,не знайдено
34046754,/auto_infiniti_q50_34046754.html,Infiniti Q50 2017,3 л • Бензин, Чорний
34046757,/auto_bmw_x5_34046757.html,BMW X5 2008,3 л • Дизель, Чорний
33889140,/auto_citroen_c4_33889140.html,Citroen C4 2010,1.6 л • Дизель, Чорний
33889133,/auto_vaz_lada_2107_33889133.html,ВАЗ / Lada 2107 1989,1.5 л • Газ / Бензин, Бежевий
33889130,/auto_seat_cordoba_33889130.html,SEAT Cordoba 2008,2 л • Газ / Бензин, Синій
33889069,/auto_jaguar_xj_33889069.html,Jaguar XJ 2015,3 л • Бензин, Чорний
33889067,/auto_fiat_500e_33889067.html,Fiat 500e 2013,Електро, Помаранчевий
33889072,/auto_dacia_logan_33889072.html,Dacia Logan 2012,1.6 л • Бензин, Білий
33754882,/auto_mitsubishi_lancer_33754882.html,Mitsubishi Lancer 2007,1.6 л • Газ / Бензин, Чорний
33627881,/auto_volkswagen_golf_33627881.html,Volkswagen Golf 2001,1.4 л • Бензин, Чорний
33627866,/auto_opel_corsa_33627866.html,Opel Corsa 2011,1.3 л • Дизель, Білий
33754860,/auto_lexus_rx_33754860.html,Lexus RX 2010,3.5 л • Газ / Бензин, Білий
33627823,/auto_vaz_lada_2103_33627823.html
33627821,/auto_toyota_avalon_33627821.html,Toyota Avalon 2014,2.5 л • Гібрид, Сірий
33627775,/auto_samodelnyj_samodelnyj_33627775.html,20 тис. км
33627811,/auto_yamaha_grizzly_33627811.html,550 тис. км
33624433,/auto_opel_vectra_33624433.html,Opel Vectra 2008,1.9 л • Дизель, Чорний
33492472,/auto_ssangyong_kyron_33492472.html,SsangYong Kyron 2007,2.7 л • Дизель, Синій
33492486,/auto_bmw_3_series_33492486.html,BMW 325 1987 BMW 3 Series 1987 вказано продавцем,2.5 л • Бензин, Сірий
33531242,/auto_daewoo_sens_33531242.html,не знайдено,Даних про пробіг не виявлено інформація відсутня в базах даних,142 тис.км
33492384,/auto_zaz_1102_tavriya_33492384.html
33492435,/auto_renault_scenic_33492435.html,Renault Scenic 2017,1.5 л • Дизель, Сірий
33492442,/auto_dodge_grand_caravan_33492442.html,Dodge Grand Caravan 2017,3.6 л • Газ / Бензин, Сірий
33492395,/auto_geely_mk_33492395.html,не знайдено,Даних про пробіг не виявлено інформація відсутня в базах даних,322 тис.км
33492358,/auto_honda_dio_af_27_33492358.html,1 тис. км,0.65 л (7 к.с. / 5 кВт) • Бензин,Автомат
33492346,/auto_bmw_x5_33492346.html,BMW X5 2003,3 л • Дизель, Сірий
33492329,/auto_opel_vectra_33492329.html,Opel Vectra 2007,2.2 л • Газ / Бензин, Сірий
33492345,/auto_renault_grand_scenic_33492345.html,Renault Megane Scenic 2011 Renault Grand Scenic 2011 вказано продавцем,1.6 л • Дизель, Чорний
33492311,/auto_volkswagen_passat_33492311.html,Volkswagen Passat 2008,3.2 л • Бензин, Чорний
33492325,/auto_mitsubishi_lancer_33492325.html,Mitsubishi Lancer 2006,1.6 л • Бензин Об'єм двигуна не вказаний продавцем, Червоний
33485471,/auto_tesla_model_y_33485471.html,Tesla Model Y 2021,Електро, Білий
33492265,/auto_honda_accord_33492265.html
33485860,/auto_porsche_cayenne_33485860.html,Porsche Cayenne 2013,3 л • Дизель, Білий
33332514,/auto_toyota_avensis_33332514.html,Toyota Avensis 2007,2.2 л • Дизель, Чорний
33332411,/auto_mercedes_benz_c_class_33332411.html,Mercedes-Benz C-Class 2001,2.1 л • Дизель, Чорний
33332753,/auto_audi_a4_33332753.html,Audi A4 1995,1.8 л • Бензин, Зелений
33332490,/auto_mitsubishi_grandis_33332490.html,Mitsubishi Grandis 2006,2.4 л • Газ / Бензин, Чорний
33332355,/auto_chevrolet_cruze_33332355.html,Chevrolet Cruze 2009,1.6 л • Бензин, Білий
33332318,/auto_loncin_lx_200_gy3_33332318.html,1 тис. км,0.2 л (14 к.с. / 10 кВт) • Бензин,місто 2.5• траса 2.2• змішаний 2.4
33332271,/auto_vaz_lada_2194_kalina_33332271.html,ВАЗ / Lada 1119 Калина 2008 ВАЗ / Lada 2194 Kalina 2008 вказано продавцем,1.6 л • Газ / Бензин, Синій
33330781,/auto_vaz_lada_1118_kalina_33330781.html,ВАЗ / Lada 1118 Калина 2006,1.6 л • Бензин, Червоний
33171984,/auto_skoda_octavia_33171984.html,Skoda Octavia 2016,2 л • Дизель, Сірий
33327799,/auto_honda_forza_125_33327799.html,1 тис. км,0.15 л • Бензин,Варіатор
33170324,/auto_nissan_tiida_33170324.html,Nissan TIIDA 2013,1.6 л • Газ / Бензин 1.6 л • Бензин вказано продавцем, Білий
33037543,/auto_volkswagen_passat_33037543.html,Volkswagen Passat 2000,1.9 л • Дизель, Сірий
33165059,/auto_skoda_octavia_33165059.html,Skoda Octavia 2001,1.6 л • Бензин, Синій
33004522,/auto_infiniti_fx_35_33004522.html,Infiniti Fx35 2003,3.5 л • Газ / Бензин, Чорний
32999733,/auto_mercedes_benz_c_class_32999733.html,Mercedes-Benz C-Class 2006,1.8 л • Газ / Бензин, Синій
33001887,/auto_hyundai_santa_fe_33001887.html,Hyundai Santa FE 2008,2.2 л • Дизель, Сірий
31681788,/auto_kia_rio_31681788.html,Kia Rio 2007,1.4 л • Бензин, Червоний
32991147,/auto_nissan_murano_32991147.html,Nissan Murano 2010,3.5 л • Бензин 3.5 л • Газ / Бензин вказано продавцем, Білий
32830755,/auto_volkswagen_golf_32830755.html,Volkswagen Golf 2012,1.4 л • Бензин, Сірий
32622296,/auto_ford_focus_32622296.html,Ford Focus 2013,1 л • Бензин, Білий
32508485,/auto_nissan_patrol_32508485.html,Nissan Patrol 2002,3 л • Дизель, Синій
32247493,/auto_hyundai_santa_fe_32247493.html,Hyundai Santa FE 2007,2.2 л • Дизель, Сірий
32546482,/auto_ford_transit_32546482.html,Ford Transit 1999,2.5 л • Дизель, Білий
32140427,/auto_mazda_6_32140427.html
31853776,/auto_hyundai_i40_31853776.html,Hyundai i40 2011,1.7 л • Дизель, Чорний
31591970,/auto_opel_zafira_31591970.html,Opel Zafira 2006,1.8 л • Газ / Бензин, Сірий
31930659,/auto_skoda_superb_31930659.html,Skoda Superb 2012,2 л • Дизель, Чорний
31657414,/auto_acura_rdx_31657414.html,Acura RDX 2016,3.5 л • Бензин, Сірий
31396663,/auto_bmw_x5_31396663.html,BMW X5 2014,3 л • Дизель, Коричневий
31501685,/auto_gaz_2401_31501685.html
31301960,/auto_ford_edge_31301960.html,Ford Edge 2013,3.5 л • Газ / Бензин, Чорний
31291785,/auto_chevrolet_volt_31291785.html,Chevrolet Volt 2012,1.4 л • Гібрид, Синій
29072314,/auto_audi_a6_29072314.html,Audi A6 2000,2.5 л • Дизель, Зелений
29696252,/auto_hyundai_sonata_29696252.html,Hyundai Sonata 2012,2.4 л • Гібрид, Сірий
28754492,/auto_mercedes_benz_e_class_28754492.html,Mercedes-Benz E-Class 2010,2.1 л • Дизель, Сірий
27960680,/auto_lexus_es_27960680.html,Lexus ES 2018,3.5 л • Бензин, Чорний
28921850,/auto_bmw_x5_28921850.html,BMW X5 2007 BMW X5 2008 вказано продавцем,4.8 л • Газ / Бензин 4.8 л • Бензин вказано продавцем, Чорний
24958768,/auto_zaz_vida_24958768.html,ЗАЗ Vida 2013,1.5 л • Бензин, Сірий
27362950,/auto_honda_fourtrax_rancher_27362950.html,5 тис. км,0.35 л • Бензин,Ручна / Механіка
25475487,/auto_polaris_rzr_25475487.html,3 тис. км,0.9 л,Варіатор
26357636,/auto_mercedes_benz_vito_26357636.html,Mercedes-Benz Vito 1997,2.3 л • Дизель, Зелений
24821777,/auto_bmw_5_series_24821777.html,BMW 5 Series 2011,2 л • Дизель, Сірий
34382789,/auto_jeep_compass_34382789.html,Jeep Compass 2013,2.4 л • Бензин, Синій Колір не вказано продавцем
31290794,/auto_suzuki_gsx_r_31290794.html,Suzuki GSX-R 1998,0.6 л • Бензин, Сірий
34044924,/auto_kiyashko_odissej_34044924.html,Одисей 1.11 2015, Коричневий,"16.06.2015 • 7 років, 11 міс. тому первинна реєстрацiя Б/В ТЗ придбаного в торгівельній організації, який ввезено з-за кордону"
34222580,/auto_fiat_doblo_pass_34222580.html,Fiat 223 l 2004,1.9 л • Дизель, Білий
34382779,/auto_ford_fusion_34382779.html,Ford Fusion 2016,2 л • Бензин 2 л • Гібрид вказано продавцем, Сірий
34382784,/auto_audi_a4_34382784.html,не знайдено,"195 тис.км • 4 роки, 8 міс. тому останній зафіксований від 04.09.2018джерело фіксації — дилерське СТО",297 тис.км
33996157,/auto_nissan_rogue_33996157.html,Nissan Rogue 2015,2.5 л • Бензин, Сірий
34119829,/auto_mercedes_benz_sprinter_34119829.html,Mercedes-Benz Sprinter 2018,3 л • Дизель, Білий
34046712,/auto_peugeot_807_34046712.html,Peugeot 807 2008,2.2 л • Дизель, Чорний
34046684,/auto_tata_a079_34046684.html
34218628,/auto_audi_e_tron_34218628.html,не знайдено,46 тис.км • 1 міс. тому останній зафіксований від 06.03.2023джерело фіксації — дилерське СТО,53 тис.км
34218616,/auto_volkswagen_touran_34218616.html,Volkswagen Touran 2013,2 л • Дизель, Чорний
33492009,/auto_volkswagen_passat_33492009.html,Volkswagen Passat 2013,2.5 л • Бензин, Білий
34046735,/auto_skoda_octavia_34046735.html,Skoda Octavia 2015,1.8 л • Бензин, Сірий
34046729,/auto_bmw_3_series_34046729.html,BMW 3 Series 2015,2 л • Бензин, Чорний
34046718,/auto_ackermann_fruehauf_aa_34046718.html,111 тис. км, Білий металік,Професійно відремонтовані пошкодження 
34046740,/auto_honda_dio_af_35_34046740.html,965 тис. км,(60 к.с. / 44 кВт),Автомат
34046713,/auto_ford_c_max_34046713.html,Ford C-Max 2015,2 л • Дизель, Чорний
33888984,/auto_seat_toledo_33888984.html,SEAT Toledo 2013,1.6 л • Дизель, Білий
33491974,/auto_nissan_leaf_33491974.html,Nissan Leaf 2013,Електро, Сірий
34046677,/auto_mitsubishi_outlander_xl_34046677.html,Mitsubishi Outlander 2010 Mitsubishi Outlander XL 2010 вказано продавцем,2.2 л • Дизель, Чорний
34046675,/auto_volkswagen_touran_34046675.html,Volkswagen Touran 2008,2 л • Газ / Бензин, Чорний
33889023,/auto_audi_a6_33889023.html,Audi A6 2009,2 л • Дизель, Синій
33888954,/auto_hyundai_elantra_33888954.html,не знайдено,Даних про пробіг не виявлено інформація відсутня в базах даних,344 тис.км
33627681,/auto_opel_omega_33627681.html,Opel Omega 1997,2.5 л • Бензин, Сірий
33754652,/auto_skoda_octavia_33754652.html,Skoda Octavia 2009,1.9 л • Дизель, Сірий
33754552,/auto_toyota_land_cruiser_prado_33754552.html,Toyota Land Cruiser Prado 2010,3 л • Дизель, Чорний
33627658,/auto_zaz_11055_33627658.html,ЗАЗ 11055 2000,1.2 л • Бензин Не вказаний продавцем, Білий Колір не вказано продавцем
33627594,/auto_vaz_lada_2103_33627594.html
33627514,/auto_citroen_c5_33627514.html,Citroen C5 2010,1.6 л • Дизель, Сірий
33492109,/auto_opel_corsa_33492109.html,Opel Corsa 2006 Opel Corsa 2008 вказано продавцем,1.2 л • Бензин, Сірий
33332959,/auto_bmw_x5_33332959.html,BMW X5 2018,4.4 л • Бензин, Білий
33492179,/auto_yamaha_vino_33492179.html,33 тис. км,Бензин,Ремінь
33492015,/auto_hyundai_ix55_33492015.html,Hyundai ix55 2009,3 л • Дизель, Коричневий
33491947,/auto_dnepr_kmz_dnepr_11_33491947.html,без пробігу,0.65 л (36 к.с. / 26 кВт),Ручна / Механіка
33492000,/auto_skoda_octavia_33492000.html,Skoda Octavia 2008,2 л • Дизель, Бежевий
33491963,/auto_vaz_lada_2108_33491963.html,ВАЗ / Lada 2108 1986 ВАЗ / Lada 2108 1987 вказано продавцем,1.3 л • Бензин 1.3 л • Газ / Бензин вказано продавцем, Червоний
29806272,/auto_skoda_octavia_29806272.html,Skoda Octavia 2012,2 л • Дизель, Коричневий
33486256,/auto_ford_mondeo_33486256.html,Ford Mondeo 2011,2.02 л • Бензин, Чорний
33491180,/auto_daewoo_nexia_33491180.html,Daewoo Nexia 2008,1.5 л • Газ / Бензин, Зелений
33458426,/auto_vaz_lada_2109_33458426.html,ВАЗ / Lada 2109 1991,1.3 л • Газ / Бензин, Червоний
33484879,/auto_volkswagen_golf_33484879.html,Volkswagen Golf 2013,1.6 л • Дизель, Сірий
31588646,/auto_volkswagen_polo_31588646.html,Volkswagen Polo 2008,1.2 л • Бензин, Сірий
33332495,/auto_audi_q5_33332495.html,Audi Q5 2011,2 л • Бензин, Сірий
33332415,/auto_gaz_2217_sobol_33332415.html,ГАЗ 22171 2000 ГАЗ 2217 Соболь 2000 вказано продавцем,2.3 л • Бензин 2.3 л • Газ / Бензин вказано продавцем, Фіолетовий
33332348,/auto_chevrolet_matiz_33332348.html,Chevrolet Matiz 2007,0.8 л • Бензин, Червоний
33332184,/auto_vaz_lada_2107_33332184.html,ВАЗ / Lada 2107 2004 ВАЗ / Lada 2107 2005 вказано продавцем,1.5 л • Бензин, Зелений
33332183,/auto_hyundai_ix35_33332183.html,Hyundai ix35 2012,1.7 л • Дизель, Сірий
33332296,/auto_dodge_journey_33332296.html,Dodge Journey 2010,2.4 л • Бензин, Бежевий
33332027,/auto_renault_trafic_33332027.html,Renault Trafic 2009,2 л • Дизель, Білий
33331940,/auto_geely_ck_2_33331940.html,Geely CK 2012 Geely CK-2 2012 вказано продавцем,1.5 л • Газ / Бензин, Сірий
33332022,/auto_mazda_3_33332022.html,Mazda 3 2007,1.6 л • Дизель, Сірий
28889034,/auto_renault_megane_28889034.html,Renault Megane 2011,1.5 л • Дизель, Чорний
33327196,/auto_gaz_3110_33327196.html,ГАЗ 3110 1998,2.4 л • Бензин, Білий
33331903,/auto_vaz_lada_2110_33331903.html,ВАЗ / Lada 2110 2005,1.6 л • Бензин, Сірий
33166538,/auto_dacia_sandero_33166538.html,не знайдено,"71 тис.км • 5 років, 2 міс. тому останній зафіксований від 17.02.2018джерело фіксації — дилерське СТО",126 тис.км
33172281,/auto_peugeot_407_33172281.html,Peugeot 407 2009,2 л • Дизель, Чорний
33168147,/auto_ford_mondeo_33168147.html,Ford Mondeo 2009,2 л • Дизель, Сірий
32818675,/auto_opel_insignia_32818675.html,Opel Insignia 2012,2 л • Дизель, Чорний
32211422,/auto_nissan_almera_32211422.html,Nissan Almera 2011,1.6 л • Бензин, Бежевий
27940402,/auto_maz_8926_27940402.html
32291481,/auto_citroen_c4_32291481.html,Citroen C4 2007 Citroen C4 2008 вказано продавцем,1.6 л • Бензин, Сірий
32093842,/auto_mercedes_benz_e_class_32093842.html,не знайдено,Даних про пробіг не виявлено інформація відсутня в базах даних,193 тис.км
32492097,/auto_vaz_lada_2121_niva_32492097.html,ВАЗ / Lada 2121 Нива 1984,1.6 л • Газ / Бензин, Зелений
32174332,/auto_citroen_c4_32174332.html,не знайдено,Даних про пробіг не виявлено інформація відсутня в базах даних,160 тис.км
32079336,/auto_chevrolet_captiva_32079336.html,Chevrolet Captiva 2008,2.4 л • Газ / Бензин, Сірий
32029468,/auto_opel_zafira_32029468.html,Opel Zafira 2008,1.9 л • Дизель, Чорний
32007899,/auto_mazda_cx_5_32007899.html,Mazda CX-5 2014,2.2 л • Дизель, Синій
27454937,/auto_renault_laguna_27454937.html,Renault Laguna 2002,2.2 л • Дизель, Чорний
31904793,/auto_hyundai_kona_31904793.html,Hyundai Kona 2019,2 л • Бензин, Червоний
31771127,/auto_opel_zafira_31771127.html,Opel Zafira 2011,1.7 л • Дизель, Білий
31011367,/auto_mitsubishi_space_wagon_31011367.html,Mitsubishi Space Wagon 1999,2.4 л • Бензин, Синій
31162406,/auto_skoda_octavia_31162406.html,Skoda Octavia 2016,1.6 л • Дизель, Чорний
28393616,/auto_mercedes_benz_c_class_28393616.html,Mercedes-Benz C-Class 2008,2.2 л • Дизель, Сірий
26679661,/auto_honda_xl_650v_transalp_26679661.html,Honda Transalp 650 2004 Honda XL 650V Transalp 2004 вказано продавцем,0.65 л • Бензин, Чорний
27399959,/auto_opel_astra_27399959.html,Opel Astra 2008,1.6 л • Бензин, Синій
30164217,/auto_ford_fiesta_30164217.html,Ford Fiesta 2013,1 л • Бензин, Білий
30871266,/auto_mercedes_benz_viano_30871266.html,Mercedes-Benz Viano 2006,3.7 л • Газ / Бензин, Чорний
29917689,/auto_kia_sportage_29917689.html,Kia Sportage 2019,1.6 л • Бензин, Сірий
26286998,/auto_gaz_31105_26286998.html,ГАЗ 31105 2004,2.3 л • Газ / Бензин, Бежевий
30090908,/auto_hyundai_sonata_30090908.html,Hyundai Sonata 2017,2.4 л • Бензин, Сірий
24541341,/auto_skoda_octavia_24541341.html,Skoda Octavia 2008,1.8 л • Газ / Бензин, Чорний
24455782,/auto_toyota_aurion_24455782.html,Toyota Aurion 2007,3.5 л • Газ / Бензин, Чорний
34382769,/auto_ford_fusion_34382769.html,Ford Fusion 2015,2 л • Бензин, Червоний
33168046,/auto_volkswagen_beetle_33168046.html,Volkswagen Beetle 2014,1.8 л • Бензин, Сірий
30885817,/auto_land_rover_range_rover_30885817.html,Land Rover Range Rover 2010,5 л • Бензин, Чорний
34382745,/auto_jac_j6_34382745.html,JAC J6 2015 JAC J6 2016 вказано продавцем,2 л • Газ / Бензин, Білий
30827752,/auto_maxum_4600_30827752.html,1 тис. км,5 л • Дизель, Білий
32383625,/auto_crownline_cr_32383625.html,1 тис. км,5.7 л (300 к.с. / 221 кВт) • Бензин, Червоний
27638962,/auto_bayliner_288_27638962.html,1 тис. км,5.7 л (320 к.с. / 235 кВт) • Бензин, Синій
22869393,/auto_sealine_f46_22869393.html,1 тис. км,5 л • Дизель, Сірий
32075851,/auto_azimut_68_32075851.html,1 тис. км,50 л • Дизель, Бежевий металік
34382721,/auto_maxxter_falcon_34382721.html
30327033,/auto_hyundai_tucson_30327033.html,Hyundai Tucson 2010,2.7 л • Газ / Бензин, Синій
34224265,/auto_nissan_sentra_34224265.html,Nissan Sentra 2014,1.6 л • Газ / Бензин, Сірий
34382712,/auto_toyota_camry_34382712.html
34382704,/auto_volvo_s60_34382704.html,Volvo S60 2011,2.4 л • Дизель, Чорний
34382709,/auto_volkswagen_caddy_34382709.html
34326508,/auto_renault_megane_34326508.html,Renault Megane 2010,1.5 л • Дизель, Сірий
33627745,/auto_mazda_6_33627745.html,Mazda 6 2015,2.5 л • Бензин, Червоний
33733237,/auto_porsche_cayenne_33733237.html,Porsche Cayenne 2004,4.5 л • Бензин, Чорний
